;MV1_Singlecell_C;MV2_Singlecell_R;MV3_Singlecell_N;MV4_Cellgroups_C;MV5_Cellgroups_R;MV6_Cellgroups_N;Average_Cellgroups;Average_Singlecell;Average_C;Average_R;Average_N
Cre09.g399907.v5.5;7;0;0;0;0;0;0;2,333333333;3,5;0;0
Cre09.g399908.v5.5;28;17;13;26;12;9;15,66666667;19,33333333;27;14,5;11
Cre09.g399909.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g399910.v5.5;104;19;82;38;21;45;34,66666667;68,33333333;71;20;63,5
Cre09.g399911.v5.5;70;8;3;15;5;19;13;27;42,5;6,5;11
Cre09.g399912.v5.5;905;94;70;43;88;35;55,33333333;356,3333333;474;91;52,5
Cre09.g399914.v5.5;480;218;586;419;328;484;410,3333333;428;449,5;273;535
Cre09.g399915.v5.5;211;4;5;7;5;30;14;73,33333333;109;4,5;17,5
Cre09.g399916.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g399923.v5.5;0;0;0;0;0;1;0,333333333;0;0;0;0,5
Cre09.g399950.v5.5;1;0;0;0;0;1;0,333333333;0,333333333;0,5;0;0,5
Cre09.g399960.v5.5;29;0;1;0;0;0;0;10;14,5;0;0,5
Cre09.g399997.v5.5;1;0;1;0;0;0;0;0,666666667;0,5;0;0,5
Cre09.g400000.v5.5;126;90;121;105;72;115;97,33333333;112,3333333;115,5;81;118
Cre09.g400034.v5.5;0;0;0;2;0;2;1,333333333;0;1;0;1
Cre09.g400050.v5.5;1011;392;950;749;455;1111;771,6666667;784,3333333;880;423,5;1030,5
Cre09.g400071.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g400100.v5.5;3684;1088;1606;1711;902;1314;1309;2126;2697,5;995;1460
Cre09.g400108.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g400145.v5.5;0;0;0;0;0;2;0,666666667;0;0;0;1
Cre09.g400150.v5.5;53;17;35;15;30;54;33;35;34;23,5;44,5
Cre09.g400182.v5.5;0;0;1;0;0;0;0;0,333333333;0;0;0,5
Cre09.g400200.v5.5;60;0;0;1;0;1;0,666666667;20;30,5;0;0,5
Cre09.g400219.v5.5;13;11;28;16;8;30;18;17,33333333;14,5;9,5;29
Cre09.g400250.v5.5;8;0;0;0;0;1;0,333333333;2,666666667;4;0;0,5
Cre09.g400256.v5.5;1;4;1;0;0;1;0,333333333;2;0,5;2;1
Cre09.g400293.v5.5;80;73;77;95;61;94;83,33333333;76,66666667;87,5;67;85,5
Cre09.g400300.v5.5;203;0;0;0;1;0;0,333333333;67,66666667;101,5;0,5;0
Cre09.g400312.v5.5;131;9;24;9;6;0;5;54,66666667;70;7,5;12
Cre09.g400330.v5.5;521;450;521;1225;834;944;1001;497,3333333;873;642;732,5
Cre09.g400367.v5.5;332;168;518;535;288;558;460,3333333;339,3333333;433,5;228;538
Cre09.g400400.v5.5;151;74;135;84;39;63;62;120;117,5;56,5;99
Cre09.g400404.v5.5;5;3;58;3;2;25;10;22;4;2,5;41,5
Cre09.g400441.v5.5;49;21;70;63;23;72;52,66666667;46,66666667;56;22;71
Cre09.g400450.v5.5;230;6;23;28;8;18;18;86,33333333;129;7;20,5
Cre09.g400478.v5.5;367;98;278;180;168;341;229,6666667;247,6666667;273,5;133;309,5
Cre09.g400500.v5.5;3;6;5;34;65;87;62;4,666666667;18,5;35,5;46
Cre09.g400515.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g400516.v5.5;237;164;203;66;35;112;71;201,3333333;151,5;99,5;157,5
Cre09.g400550.v5.5;142;21;62;40;16;22;26;75;91;18,5;42
Cre09.g400553.v5.5;603;252;484;244;190;186;206,6666667;446,3333333;423,5;221;335
Cre09.g400590.v5.5;53;403;566;137;57;106;100;340,6666667;95;230;336
Cre09.g400600.v5.5;4;0;0;0;0;0;0;1,333333333;2;0;0
Cre09.g400627.v5.5;391;263;626;687;392;577;552;426,6666667;539;327,5;601,5
Cre09.g400650.v5.5;37352;30409;48238;44485;30554;37499;37512,66667;38666,33333;40918,5;30481,5;42868,5
Cre09.g400664.v5.5;105;35;116;78;78;106;87,33333333;85,33333333;91,5;56,5;111
Cre09.g400700.v5.5;75;27;74;94;79;175;116;58,66666667;84,5;53;124,5
Cre09.g400701.v5.5;276;38;16;60;31;52;47,66666667;110;168;34,5;34
Cre09.g400738.v5.5;772;449;658;739;458;686;627,6666667;626,3333333;755,5;453,5;672
Cre09.g400750.v5.5;502;189;359;189;105;182;158,6666667;350;345,5;147;270,5
Cre09.g400775.v5.5;162;91;72;74;26;51;50,33333333;108,3333333;118;58,5;61,5
Cre09.g400800.v5.5;136;21;36;137;147;161;148,3333333;64,33333333;136,5;84;98,5
Cre09.g400812.v5.5;30;22;35;23;36;36;31,66666667;29;26,5;29;35,5
Cre09.g400849.v5.5;999;9;1;1073;694;966;911;336,3333333;1036;351,5;483,5
Cre09.g400850.v5.5;279;24;32;42;25;83;50;111,6666667;160,5;24,5;57,5
Cre09.g400851.v5.5;3;3;1;2;0;0;0,666666667;2,333333333;2,5;1,5;0,5
Cre09.g400886.v5.5;257;39;38;472;262;201;311,6666667;111,3333333;364,5;150,5;119,5
Cre09.g400900.v5.5;7;0;2;0;2;2;1,333333333;3;3,5;1;2
Cre09.g400923.v5.5;191;115;120;240;143;166;183;142;215,5;129;143
Cre09.g400950.v5.5;140;59;100;57;24;49;43,33333333;99,66666667;98,5;41,5;74,5
Cre09.g400960.v5.5;78;44;27;32;26;105;54,33333333;49,66666667;55;35;66
Cre09.g400997.v5.5;988;960;1144;1092;797;798;895,6666667;1030,666667;1040;878,5;971
Cre09.g401000.v5.5;25;21;28;23;16;23;20,66666667;24,66666667;24;18,5;25,5
Cre09.g401022.v5.5;96;28;41;22;18;33;24,33333333;55;59;23;37
Cre09.g401034.v5.5;12;0;2;10;5;2;5,666666667;4,666666667;11;2,5;2
Cre09.g401050.v5.5;269;8;21;30;14;12;18,66666667;99,33333333;149,5;11;16,5
Cre09.g401071.v5.5;3;5;9;6;4;15;8,333333333;5,666666667;4,5;4,5;12
Cre09.g401100.v5.5;398;129;284;195;134;225;184,6666667;270,3333333;296,5;131,5;254,5
Cre09.g401108.v5.5;13;7;16;10;13;15;12,66666667;12;11,5;10;15,5
Cre09.g401145.v5.5;409;151;838;167;87;173;142,3333333;466;288;119;505,5
Cre09.g401150.v5.5;98;72;137;91;69;124;94,66666667;102,3333333;94,5;70,5;130,5
Cre09.g401182.v5.5;120;58;180;130;87;153;123,3333333;119,3333333;125;72,5;166,5
Cre09.g401219.v5.5;77;45;96;99;70;62;77;72,66666667;88;57,5;79
Cre09.g401256.v5.5;70;36;57;83;76;119;92,66666667;54,33333333;76,5;56;88
Cre09.g401293.v5.5;2383;548;795;1862;812;1251;1308,333333;1242;2122,5;680;1023
Cre09.g401300.v5.5;186;86;102;105;105;107;105,6666667;124,6666667;145,5;95,5;104,5
Cre09.g401301.v5.5;1;0;0;0;0;0;0;0,333333333;0,5;0;0
Cre09.g401330.v5.5;221;98;191;365;190;405;320;170;293;144;298
Cre09.g401350.v5.5;103;98;46;44;22;17;27,66666667;82,33333333;73,5;60;31,5
Cre09.g401367.v5.5;87;37;52;62;41;41;48;58,66666667;74,5;39;46,5
Cre09.g401400.v5.5;101;7;20;18;4;10;10,66666667;42,66666667;59,5;5,5;15
Cre09.g401404.v5.5;94;83;144;76;71;124;90,33333333;107;85;77;134
Cre09.g401441.v5.5;63;33;33;39;17;22;26;43;51;25;27,5
Cre09.g401450.v5.5;460;0;9;28;44;192;88;156,3333333;244;22;100,5
Cre09.g401478.v5.5;22;29;47;29;22;33;28;32,66666667;25,5;25,5;40
Cre09.g401500.v5.5;30;40;25;24;22;34;26,66666667;31,66666667;27;31;29,5
Cre09.g401515.v5.5;401;390;509;213;200;233;215,3333333;433,3333333;307;295;371
Cre09.g401550.v5.5;169;117;71;143;99;118;120;119;156;108;94,5
Cre09.g401551.v5.5;20;1;3;4;4;14;7,333333333;8;12;2,5;8,5
Cre09.g401552.v5.5;117;34;84;97;80;153;110;78,33333333;107;57;118,5
Cre09.g401589.v5.5;79;20;92;66;28;51;48,33333333;63,66666667;72,5;24;71,5
Cre09.g401600.v5.5;95;123;89;46;55;66;55,66666667;102,3333333;70,5;89;77,5
Cre09.g401626.v5.5;100;42;135;132;67;85;94,66666667;92,33333333;116;54,5;110
Cre09.g401650.v5.5;105;39;25;84;61;58;67,66666667;56,33333333;94,5;50;41,5
Cre09.g401663.v5.5;125;44;226;298;125;303;242;131,6666667;211,5;84,5;264,5
Cre09.g401700.v5.5;86;8;56;35;16;48;33;50;60,5;12;52
Cre09.g401701.v5.5;120;167;193;230;140;159;176,3333333;160;175;153,5;176
Cre09.g401738.v5.5;38;55;63;59;37;66;54;52;48,5;46;64,5
Cre09.g401750.v5.5;88;53;52;77;45;73;65;64,33333333;82,5;49;62,5
Cre09.g401775.v5.5;4;0;2;2;2;2;2;2;3;1;2
Cre09.g401800.v5.5;50;12;11;11;5;13;9,666666667;24,33333333;30,5;8,5;12
Cre09.g401812.v5.5;113;54;145;453;388;485;442;104;283;221;315
Cre09.g401849.v5.5;209;166;275;158;113;143;138;216,6666667;183,5;139,5;209
Cre09.g401850.v5.5;191;22;18;20;16;14;16,66666667;77;105,5;19;16
Cre09.g401886.v5.5;1257;935;1254;1124;860;1002;995,3333333;1148,666667;1190,5;897,5;1128
Cre09.g401900.v5.5;328;59;66;32;22;16;23,33333333;151;180;40,5;41
Cre09.g401923.v5.5;27;3;15;10;16;14;13,33333333;15;18,5;9,5;14,5
Cre09.g401950.v5.5;88;18;37;35;26;24;28,33333333;47,66666667;61,5;22;30,5
Cre09.g401960.v5.5;669;58;60;279;157;272;236;262,3333333;474;107,5;166
Cre09.g401997.v5.5;157;77;116;71;35;85;63,66666667;116,6666667;114;56;100,5
Cre09.g402034.v5.5;134;18;158;45;12;73;43,33333333;103,3333333;89,5;15;115,5
Cre09.g402041.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g402050.v5.5;258;86;114;219;106;154;159,6666667;152,6666667;238,5;96;134
Cre09.g402051.v5.5;160;34;50;19;34;37;30;81,33333333;89,5;34;43,5
Cre09.g402071.v5.5;5;3;11;3;0;13;5,333333333;6,333333333;4;1,5;12
Cre09.g402100.v5.5;343;327;477;387;236;444;355,6666667;382,3333333;365;281,5;460,5
Cre09.g402108.v5.5;216;99;164;97;96;119;104;159,6666667;156,5;97,5;141,5
Cre09.g402145.v5.5;2;0;0;0;1;8;3;0,666666667;1;0,5;4
Cre09.g402150.v5.5;34;23;61;58;52;118;76;39,33333333;46;37,5;89,5
Cre09.g402182.v5.5;52;19;38;30;25;89;48;36,33333333;41;22;63,5
Cre09.g402200.v5.5;125;102;196;61;25;77;54,33333333;141;93;63,5;136,5
Cre09.g402212.v5.5;6;6;5;2;2;0;1,333333333;5,666666667;4;4;2,5
Cre09.g402219.v5.5;363;4540;1429;362;218;301;293,6666667;2110,666667;362,5;2379;865
Cre09.g402256.v5.5;680;283;512;384;305;529;406;491,6666667;532;294;520,5
Cre09.g402293.v5.5;0;5;12;72;41;216;109,6666667;5,666666667;36;23;114
Cre09.g402300.v5.5;1636;1147;1418;912;734;1147;931;1400,333333;1274;940,5;1282,5
Cre09.g402304.v5.5;90;69;88;57;31;55;47,66666667;82,33333333;73,5;50;71,5
Cre09.g402330.v5.5;612;575;560;1454;1274;1571;1433;582,3333333;1033;924,5;1065,5
Cre09.g402350.v5.5;11;7;9;19;25;27;23,66666667;9;15;16;18
Cre09.g402367.v5.5;27;20;58;18;16;30;21,33333333;35;22,5;18;44
Cre09.g402400.v5.5;30;14;31;58;34;44;45,33333333;25;44;24;37,5
Cre09.g402402.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g402404.v5.5;660;620;774;938;643;973;851,3333333;684,6666667;799;631,5;873,5
Cre09.g402441.v5.5;6;3;5;9;5;2;5,333333333;4,666666667;7,5;4;3,5
Cre09.g402450.v5.5;578;394;526;565;472;899;645,3333333;499,3333333;571,5;433;712,5
Cre09.g402478.v5.5;260;147;112;335;208;327;290;173;297,5;177,5;219,5
Cre09.g402500.v5.5;636;433;643;354;277;425;352;570,6666667;495;355;534
Cre09.g402515.v5.5;820;199;622;71;35;199;101,6666667;547;445,5;117;410,5
Cre09.g402552.v5.5;981;845;1306;1187;801;1128;1038,666667;1044;1084;823;1217
Cre09.g402589.v5.5;272;67;113;185;65;138;129,3333333;150,6666667;228,5;66;125,5
Cre09.g402600.v5.5;19;37;137;6;0;7;4,333333333;64,33333333;12,5;18,5;72
Cre09.g402601.v5.5;323;110;109;236;105;181;174;180,6666667;279,5;107,5;145
Cre09.g402602.v5.5;502;234;475;92;68;113;91;403,6666667;297;151;294
Cre09.g402626.v5.5;54;12;26;64;29;45;46;30,66666667;59;20,5;35,5
Cre09.g402650.v5.5;92;68;77;48;50;93;63,66666667;79;70;59;85
Cre09.g402663.v5.5;0;0;2;2;0;0;0,666666667;0,666666667;1;0;1
Cre09.g402700.v5.5;105;27;82;94;50;62;68,66666667;71,33333333;99,5;38,5;72
Cre09.g402701.v5.5;1;0;0;0;0;0;0;0,333333333;0,5;0;0
Cre09.g402738.v5.5;17;4;14;3;1;9;4,333333333;11,66666667;10;2,5;11,5
Cre09.g402750.v5.5;117;56;118;71;46;95;70,66666667;97;94;51;106,5
Cre09.g402775.v5.5;522;289;404;491;294;371;385,3333333;405;506,5;291,5;387,5
Cre09.g402800.v5.5;168;42;61;28;33;17;26;90,33333333;98;37,5;39
Cre09.g402812.v5.5;722;351;750;620;431;583;544,6666667;607,6666667;671;391;666,5
Cre09.g402849.v5.5;16;4;8;5;13;6;8;9,333333333;10,5;8,5;7
Cre09.g402886.v5.5;27;1;9;15;25;55;31,66666667;12,33333333;21;13;32
Cre09.g402900.v5.5;244;72;95;40;25;20;28,33333333;137;142;48,5;57,5
Cre09.g402923.v5.5;20;78;140;87;71;197;118,3333333;79,33333333;53,5;74,5;168,5
Cre09.g402950.v5.5;160;102;72;71;40;74;61,66666667;111,3333333;115,5;71;73
Cre09.g402960.v5.5;54;54;76;63;36;93;64;61,33333333;58,5;45;84,5
Cre09.g402997.v5.5;31;46;31;27;22;10;19,66666667;36;29;34;20,5
Cre09.g403000.v5.5;63;31;103;79;40;106;75;65,66666667;71;35,5;104,5
Cre09.g403034.v5.5;192;170;218;132;76;150;119,3333333;193,3333333;162;123;184
Cre09.g403050.v5.5;639;169;374;192;131;174;165,6666667;394;415,5;150;274
Cre09.g403071.v5.5;0;0;0;2;2;5;3;0;1;1;2,5
Cre09.g403108.v5.5;112;36;77;67;41;62;56,66666667;75;89,5;38,5;69,5
Cre09.g403145.v5.5;76;23;41;24;10;13;15,66666667;46,66666667;50;16,5;27
Cre09.g403150.v5.5;330;202;645;251;18;128;132,3333333;392,3333333;290,5;110;386,5
Cre09.g403151.v5.5;13;18;52;10;14;13;12,33333333;27,66666667;11,5;16;32,5
Cre09.g403182.v5.5;388;166;360;383;267;349;333;304,6666667;385,5;216,5;354,5
Cre09.g403200.v5.5;793;554;354;457;326;583;455,3333333;567;625;440;468,5
Cre09.g403219.v5.5;259;114;197;235;129;272;212;190;247;121,5;234,5
Cre09.g403250.v5.5;19;1;2;0;1;0;0,333333333;7,333333333;9,5;1;1
Cre09.g403256.v5.5;7;3;6;3;2;12;5,666666667;5,333333333;5;2,5;9
Cre09.g403293.v5.5;66;57;57;53;42;42;45,66666667;60;59,5;49,5;49,5
Cre09.g403300.v5.5;84;23;21;23;26;17;22;42,66666667;53,5;24,5;19
Cre09.g403330.v5.5;6;0;0;3;1;5;3;2;4,5;0,5;2,5
Cre09.g403350.v5.5;15;8;9;54;35;86;58,33333333;10,66666667;34,5;21,5;47,5
Cre09.g403367.v5.5;24;12;9;8;8;9;8,333333333;15;16;10;9
Cre09.g403400.v5.5;278;22;85;51;21;30;34;128,3333333;164,5;21,5;57,5
Cre09.g403404.v5.5;0;2;0;6;1;0;2,333333333;0,666666667;3;1,5;0
Cre09.g403441.v5.5;0;0;0;0;1;8;3;0;0;0,5;4
Cre09.g403450.v5.5;955;57;119;90;25;61;58,66666667;377;522,5;41;90
Cre09.g403500.v5.5;578;33;75;59;13;51;41;228,6666667;318,5;23;63
Cre09.g403550.v5.5;71;29;78;11;5;19;11,66666667;59,33333333;41;17;48,5
Cre09.g403600.v5.5;143;109;67;197;137;183;172,3333333;106,3333333;170;123;125
Cre09.g403650.v5.5;1044;70;63;301;153;287;247;392,3333333;672,5;111,5;175
Cre09.g403700.v5.5;1;0;0;0;0;0;0;0,333333333;0,5;0;0
Cre09.g403750.v5.5;121;7;33;39;37;29;35;53,66666667;80;22;31
Cre09.g403800.v5.5;2427;969;1064;1333;722;642;899;1486,666667;1880;845,5;853
Cre09.g403850.v5.5;116;2;21;16;3;8;9;46,33333333;66;2,5;14,5
Cre09.g403900.v5.5;1022;0;0;0;1;0;0,333333333;340,6666667;511;0,5;0
Cre09.g403950.v5.5;0;3;18;9;2;2;4,333333333;7;4,5;2,5;10
Cre09.g403954.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g403955.v5.5;6;0;2;0;0;0;0;2,666666667;3;0;1
Cre09.g404000.v5.5;392;426;275;178;110;77;121,6666667;364,3333333;285;268;176
Cre09.g404050.v5.5;170;6;8;19;16;14;16,33333333;61,33333333;94,5;11;11
Cre09.g404100.v5.5;397;128;279;331;143;285;253;268;364;135,5;282
Cre09.g404200.v5.5;86;13;22;74;34;58;55,33333333;40,33333333;80;23,5;40
Cre09.g404201.v5.5;802;19;51;70;49;1003;374;290,6666667;436;34;527
Cre09.g404250.v5.5;5;2;29;44;24;114;60,66666667;12;24,5;13;71,5
Cre09.g404350.v5.5;69;9;25;8;7;16;10,33333333;34,33333333;38,5;8;20,5
Cre09.g404351.v5.5;4;0;0;0;0;1;0,333333333;1,333333333;2;0;0,5
Cre09.g404400.v5.5;53;13;16;6;9;6;7;27,33333333;29,5;11;11
Cre09.g404450.v5.5;95;21;57;18;19;45;27,33333333;57,66666667;56,5;20;51
Cre09.g404500.v5.5;123;23;11;24;58;34;38,66666667;52,33333333;73,5;40,5;22,5
Cre09.g404503.v5.5;1;0;0;0;0;0;0;0,333333333;0,5;0;0
Cre09.g404550.v5.5;1;5;19;51;32;58;47;8,333333333;26;18,5;38,5
Cre09.g404552.v5.5;0;0;0;2;0;5;2,333333333;0;1;0;2,5
Cre09.g404650.v5.5;195;69;104;74;54;83;70,33333333;122,6666667;134,5;61,5;93,5
Cre09.g404700.v5.5;115;0;0;4;3;20;9;38,33333333;59,5;1,5;10
Cre09.g404750.v5.5;4;4;4;18;5;9;10,66666667;4;11;4,5;6,5
Cre09.g404800.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g404850.v5.5;81;0;0;0;0;0;0;27;40,5;0;0
Cre09.g404900.v5.5;0;0;0;1;0;0;0,333333333;0;0,5;0;0
Cre09.g404903.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g404904.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g404950.v5.5;34;170;232;74;39;99;70,66666667;145,3333333;54;104,5;165,5
Cre09.g405000.v5.5;7;3;1;1;1;2;1,333333333;3,666666667;4;2;1,5
Cre09.g405002.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g405050.v5.5;365;233;213;239;175;229;214,3333333;270,3333333;302;204;221
Cre09.g405100.v5.5;15;11;33;2;10;6;6;19,66666667;8,5;10,5;19,5
Cre09.g405104.v5.5;1;0;1;0;0;0;0;0,666666667;0,5;0;0,5
Cre09.g405105.v5.5;1;0;0;2;0;2;1,333333333;0,333333333;1,5;0;1
Cre09.g405106.v5.5;16892;13719;16187;16481;13117;16648;15415,33333;15599,33333;16686,5;13418;16417,5
Cre09.g405150.v5.5;49;14;38;20;17;18;18,33333333;33,66666667;34,5;15,5;28
Cre09.g405200.v5.5;113;82;112;74;75;85;78;102,3333333;93,5;78,5;98,5
Cre09.g405250.v5.5;97;155;102;153;111;181;148,3333333;118;125;133;141,5
Cre09.g405300.v5.5;0;0;1;0;1;17;6;0,333333333;0;0,5;9
Cre09.g405350.v5.5;42;14;10;16;47;43;35,33333333;22;29;30,5;26,5
Cre09.g405400.v5.5;237;165;221;169;118;160;149;207,6666667;203;141,5;190,5
Cre09.g405450.v5.5;2456;1659;3017;2694;2078;3909;2893,666667;2377,333333;2575;1868,5;3463
Cre09.g405500.v5.5;950;254;400;405;138;279;274;534,6666667;677,5;196;339,5
Cre09.g405550.v5.5;94;50;99;73;90;77;80;81;83,5;70;88
Cre09.g405600.v5.5;184;109;140;92;60;139;97;144,3333333;138;84,5;139,5
Cre09.g405650.v5.5;35;28;62;55;44;79;59,33333333;41,66666667;45;36;70,5
Cre09.g405701.v5.5;44;33;52;71;37;41;49,66666667;43;57,5;35;46,5
Cre09.g405750.v5.5;1221;312;1357;519;93;754;455,3333333;963,3333333;870;202,5;1055,5
Cre09.g405776.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g405800.v5.5;210;138;175;121;67;121;103;174,3333333;165,5;102,5;148
Cre09.g405850.v5.5;1952;1350;2125;1610;1164;1885;1553;1809;1781;1257;2005
Cre09.g405900.v5.5;560;301;546;478;267;414;386,3333333;469;519;284;480
Cre09.g405950.v5.5;369;160;302;123;89;142;118;277;246;124,5;222
Cre09.g406000.v5.5;11;38;33;17;15;20;17,33333333;27,33333333;14;26,5;26,5
Cre09.g406050.v5.5;1014;382;1240;1758;750;1682;1396,666667;878,6666667;1386;566;1461
Cre09.g406100.v5.5;0;2;2;1;2;29;10,66666667;1,333333333;0,5;2;15,5
Cre09.g406150.v5.5;649;379;319;163;120;239;174;449;406;249,5;279
Cre09.g406200.v5.5;291;266;341;197;147;216;186,6666667;299,3333333;244;206,5;278,5
Cre09.g406250.v5.5;55;51;88;51;49;50;50;64,66666667;53;50;69
Cre09.g406300.v5.5;6;36;68;279;239;311;276,3333333;36,66666667;142,5;137,5;189,5
Cre09.g406350.v5.5;146;102;166;100;32;112;81,33333333;138;123;67;139
Cre09.g406400.v5.5;163;34;112;91;72;111;91,33333333;103;127;53;111,5
Cre09.g406416.v5.5;23;7;5;16;3;4;7,666666667;11,66666667;19,5;5;4,5
Cre09.g406432.v5.5;0;0;1;0;0;0;0;0,333333333;0;0;0,5
Cre09.g406448.v5.5;8;1;6;0;0;2;0,666666667;5;4;0,5;4
Cre09.g406500.v5.5;101;23;33;59;42;89;63,33333333;52,33333333;80;32,5;61
Cre09.g406550.v5.5;45;18;40;28;32;25;28,33333333;34,33333333;36,5;25;32,5
Cre09.g406600.v5.5;1646;1305;1484;880;582;890;784;1478,333333;1263;943,5;1187
Cre09.g406625.v5.5;2;0;5;6;4;29;13;2,333333333;4;2;17
Cre09.g406650.v5.5;85;19;59;54;47;152;84,33333333;54,33333333;69,5;33;105,5
Cre09.g406700.v5.5;172;49;88;115;59;73;82,33333333;103;143,5;54;80,5
Cre09.g406750.v5.5;45;18;23;14;18;14;15,33333333;28,66666667;29,5;18;18,5
Cre09.g406800.v5.5;63;37;50;24;21;44;29,66666667;50;43,5;29;47
Cre09.g406851.v5.5;96;39;78;58;48;141;82,33333333;71;77;43,5;109,5
Cre09.g406900.v5.5;1;0;0;0;0;8;2,666666667;0,333333333;0,5;0;4
Cre09.g406950.v5.5;0;4;16;68;52;119;79,66666667;6,666666667;34;28;67,5
Cre09.g406983.v5.5;226;237;248;200;159;299;219,3333333;237;213;198;273,5
Cre09.g407016.v5.5;21;17;12;7;4;5;5,333333333;16,66666667;14;10,5;8,5
Cre09.g407050.v5.5;1;0;0;0;0;0;0;0,333333333;0,5;0;0
Cre09.g407100.v5.5;59;44;55;65;35;63;54,33333333;52,66666667;62;39,5;59
Cre09.g407110.v5.5;135;46;122;536;345;827;569,3333333;101;335,5;195,5;474,5
Cre09.g407120.v5.5;9;14;4;0;1;3;1,333333333;9;4,5;7,5;3,5
Cre09.g407150.v5.5;20;4;2;4;11;3;6;8,666666667;12;7,5;2,5
Cre09.g407200.v5.5;76;64;88;139;65;164;122,6666667;76;107,5;64,5;126
Cre09.g407250.v5.5;299;239;283;171;160;132;154,3333333;273,6666667;235;199,5;207,5
Cre09.g407300.v5.5;54;54;57;48;55;58;53,66666667;55;51;54,5;57,5
Cre09.g407350.v5.5;3;12;12;3;14;23;13,33333333;9;3;13;17,5
Cre09.g407373.v5.5;11;12;33;20;9;20;16,33333333;18,66666667;15,5;10,5;26,5
Cre09.g407400.v5.5;19;6;7;22;8;5;11,66666667;10,66666667;20,5;7;6
Cre09.g407450.v5.5;96;41;73;73;65;75;71;70;84,5;53;74
Cre09.g407501.v5.5;148;137;367;214;81;231;175,3333333;217,3333333;181;109;299
Cre09.g407550.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g407600.v5.5;52;51;88;94;75;84;84,33333333;63,66666667;73;63;86
Cre09.g407650.v5.5;206;335;390;173;177;172;174;310,3333333;189,5;256;281
Cre09.g407700.v5.5;4660;3265;4209;2977;2043;2960;2660;4044,666667;3818,5;2654;3584,5
Cre09.g407750.v5.5;111;109;50;90;45;123;86;90;100,5;77;86,5
Cre09.g407801.v5.5;128;32;66;75;47;160;94;75,33333333;101,5;39,5;113
Cre09.g407850.v5.5;97;43;99;97;50;79;75,33333333;79,66666667;97;46,5;89
Cre09.g407900.v5.5;59;10;33;34;7;25;22;34;46,5;8,5;29
Cre09.g407950.v5.5;2;4;1;1;0;1;0,666666667;2,333333333;1,5;2;1
Cre09.g408000.v5.5;211;218;116;94;70;56;73,33333333;181,6666667;152,5;144;86
Cre09.g408051.v5.5;62;57;69;24;23;55;34;62,66666667;43;40;62
Cre09.g408100.v5.5;17;19;2;14;30;30;24,66666667;12,66666667;15,5;24,5;16
Cre09.g408150.v5.5;32;24;39;22;23;47;30,66666667;31,66666667;27;23,5;43
Cre09.g408200.v5.5;814;278;507;664;343;717;574,6666667;533;739;310,5;612
Cre09.g408250.v5.5;70;32;43;59;29;56;48;48,33333333;64,5;30,5;49,5
Cre09.g408300.v5.5;559;716;646;391;326;482;399,6666667;640,3333333;475;521;564
Cre09.g408350.v5.5;9;4;3;15;30;30;25;5,333333333;12;17;16,5
Cre09.g408400.v5.5;171;73;83;74;80;87;80,33333333;109;122,5;76,5;85
Cre09.g408428.v5.5;12;7;22;9;13;28;16,66666667;13,66666667;10,5;10;25
Cre09.g408464.v5.5;365;91;355;383;131;334;282,6666667;270,3333333;374;111;344,5
Cre09.g408500.v5.5;126;47;105;77;36;106;73;92,66666667;101,5;41,5;105,5
Cre09.g408550.v5.5;27;24;21;34;37;40;37;24;30,5;30,5;30,5
Cre09.g408600.v5.5;200;101;197;435;241;408;361,3333333;166;317,5;171;302,5
Cre09.g408626.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre09.g408650.v5.5;272;137;228;231;121;253;201,6666667;212,3333333;251,5;129;240,5
Cre09.g408676.v5.5;21;6;13;12;8;20;13,33333333;13,33333333;16,5;7;16,5
Cre09.g408700.v5.5;16;17;20;15;11;21;15,66666667;17,66666667;15,5;14;20,5
Cre09.g408750.v5.5;11;16;32;68;57;26;50,33333333;19,66666667;39,5;36,5;29
Cre09.g408800.v5.5;354;116;181;173;126;272;190,3333333;217;263,5;121;226,5
Cre09.g408825.v5.5;63;36;11;2;12;3;5,666666667;36,66666667;32,5;24;7
Cre09.g408851.v5.5;360;250;384;277;157;298;244;331,3333333;318,5;203,5;341
Cre09.g408900.v5.5;32;14;9;22;26;20;22,66666667;18,33333333;27;20;14,5
Cre09.g408950.v5.5;437;251;487;255;238;367;286,6666667;391,6666667;346;244,5;427
Cre09.g409000.v5.5;22;0;8;4;3;6;4,333333333;10;13;1,5;7
